word,difficulty
Abdeckhaube,4
Abdeckplane,3
Abfalleimer,2
Abfalltrennung,4
Abfluss,2
Abflussrohr,3
Abstellkammer,3
Abtropfgitter,4
Abtropfmatte,3
Abtropfschale,3
Abwaschbürste,3
Abwasserrohr,4
Abzieher,3
Abzugshaube,4
Akkuschrauber,4
Aktenmappe,3
Allzweckreiniger,3
Altglas,3
Alufolie,2
Arbeitszimmer,3
Armatur,4
Aschenbecher,2
Auflaufform,3
Backblech,2
Backform,3
Backofen,1
Backpapier,2
Backpinsel,3
Bad,1
Bademantel,3
Badetuch,2
Badewanne,2
Badezusatz,3
Badeöl,3
Badvorleger,3
Balkon,1
Bank,2
Batterie,1
Bauschaum,5
Besen,1
Besenkammer,4
Besteck,1
Bett,1
Bettwäsche,2
Bidet,4
Bilderhaken,3
Bilderleiste,4
Bilderrahmen,3
Biomüll,2
Bleistift,2
Blumenerde,2
Blumenstrauß,2
Blumentopf,2
Boden,1
Bodenbürste,3
Bodenreiniger,3
Bohrer,3
Bohrmaschine,3
Boiler,3
Briefbeschwerer,4
Briefkasten,2
Brieföffner,2
Brotkasten,3
Brotkorb,3
Brotschneidemaschine,5
Buchstütze,4
Butterdose,3
Butterglocke,4
Bücherregal,2
Bügelbrett,3
Bügeleisen,2
Couchtisch,2
Cuttermesser,3
Dachboden,3
Dachziegel,3
Dampfgarer,3
Decke,1
Deckel,1
Deckenbalken,4
Deckenlampe,2
Dichtmasse,5
Dichtung,4
Dichtungsring,4
Dose,1
Dosenöffner,3
Duftkerze,3
Duftspray,3
Duschablage,4
Dusche,1
Duschgel,2
Duschkopf,3
Duschmatte,3
Duschvorhang,3
Dämmung,4
Dübel,4
Dübelset,4
Eierbecher,2
Eierkocher,3
Eierschneider,4
Eimer,1
Entkalker,4
Esstisch,2
Esszimmer,2
Faden,2
Fallrohr,4
Farbrolle,3
Fassade,3
Fenster,1
Fensterbank,3
Fenstergriff,3
Fensterputzer,3
Fensterputztuch,3
Fensterrahmen,4
Fensterscheibe,2
Fernbedienung,2
Fernseher,2
Feuerlöscher,3
Feuerzeug,2
Flaschenöffner,2
Fleckentferner,3
Fliegengitter,3
Fliese,2
Fliesenfuge,4
Flur,1
Frischhaltefolie,2
Fusselbürste,3
Fusselrolle,4
Futternapf,3
Fußleiste,4
Fußmatte,2
Föhn,2
Gabel,1
Garderobe,2
Garderobenleiste,4
Gardinenband,4
Gardinenhaken,4
Gardinenring,4
Gardinenstange,4
Garten,1
Gartenschlauch,2
Gefrierfach,2
Gelbsack,3
Geländer,3
Geschirrtuch,2
Gewürzglas,3
Gewürzstreuer,2
Gießbrause,4
Gießkanne,2
Glas,1
Glasreiniger,3
Glühbirne,2
Griff,2
Gummihandschuh,3
Hammer,1
Handcreme,2
Handfeger,3
Handtuch,1
Handtuchhalter,3
Haus,1
Hefter,2
Heizkessel,4
Heizkörper,2
Heizlüfter,3
Heiztherme,4
Heizung,2
Herd,1
Hocker,2
Hängekorb,3
Hängeregal,3
Inbusschlüssel,5
Insektenschutz,3
Isolierband,3
Jalousie,3
Kabel,1
Kabelbinder,3
Kabelkanal,4
Kabeltrommel,4
Kaffeekanne,3
Kaffeemaschine,3
Kalender,1
Kamin,3
Kaminholz,3
Kamm,2
Kanne,2
Kartoffelpresse,4
Karton,2
Katzenstreu,3
Katzentoilette,3
Kehrblech,2
Kehrschaufel,3
Keller,2
Kerze,2
Kerzenständer,3
Kinderzimmer,2
