word,difficulty
Abgabe,2
Ablass,4
Abtei,3
Adel,3
Adelshaus,3
Ahne,2
Ahnengalerie,3
Ahnenkult,4
Ahnentafel,4
Alchemie,4
Alraune,4
Altar,3
Altartuch,3
Altertum,2
Amnestie,4
Amphore,3
Amulett,3
Annexion,4
Antike,2
Apokalypse,4
Archiv,2
Archäologie,4
Armbrust,3
Artefakt,3
Astrologie,4
Aufruhr,3
Aufstand,2
Aufzeichnung,2
Ausgrabung,3
Auslegung,2
Axt,1
Ballade,3
Bann,3
Banner,2
Bannspruch,3
Barde,3
Baron,3
Basilika,3
Basilisk,4
Bauernkrieg,3
Belagerung,3
Beschwörung,3
Beschützer,2
Bibel,1
Bischof,3
Bogen,1
Bogenschütze,3
Bote,1
Botschafter,2
Bronzezeit,3
Burg,3
Buße,3
Bündnis,2
Chaos,2
Chimäre,4
Chronik,3
Chronist,3
Chronologie,4
Dekret,3
Demokratie,3
Denkmal,2
Diadem,3
Diktator,2
Diplomatie,3
Dolch,1
Dolmen,4
Dom,2
Drache,2
Druide,4
Dryade,4
Dynastie,3
Dämon,3
Dämonenfürst,5
Edikt,3
Ehre,1
Einhorn,2
Einsiedler,3
Eisenzeit,3
Elf,2
Elixier,3
Entdeckung,2
Epitaph,4
Epoche,2
Epos,3
Erbfolge,3
Eremit,3
Eroberer,3
Eroberung,3
Erzbischof,4
Evangelium,3
Exorzismus,4
Expedition,3
Fabel,2
Fabelwesen,3
Fahne,1
Faun,4
Federkiel,3
Fee,2
Feldherr,3
Feldlager,3
Feldzug,3
Festtag,2
Festung,3
Feudalismus,4
Feuervogel,3
Fibel,4
Flotte,2
Fluch,2
Forum,2
Fresko,3
Frieden,1
Friedensschluss,3
Fundstück,2
Furie,3
Galeere,4
Garnison,3
Gebet,2
Gedenktag,3
Gefolgsmann,3
Geist,1
Genealogie,4
General,2
Gericht,1
Gesandter,3
Geschichte,1
Gesetz,1
Gespenst,1
Gestaltwandel,3
Gilde,4
Gladiator,3
Golem,3
Gorgone,4
Gottheit,3
Grabbeigabe,4
Graben,2
Grabhügel,3
Grabmal,3
Grabplatte,3
Grabstein,2
Grabung,2
Graf,3
Gral,3
Greif,4
Grenzstein,3
Grenzwall,3
Götterdämmerung,5
Götterwelt,3
Göttin,3
Götzenbild,4
Hafen,1
Handel,1
Handelshaus,3
Handwerk,1
Harpyie,4
Heer,1
Heerführer,3
Heidentum,3
Heiligenschein,2
Heiliger,2
Heiligsprechung,4
Heiligtum,3
Held,1
Heldenlied,3
Heldenreise,3
Heldensage,3
Helm,3
Herold,4
Herrschaft,2
Herrscher,2
Herzog,3
Hexe,2
Hexenprozess,3
Hieroglyphe,4
Himmel,1
Hinrichtung,3
Historiker,2
Hof,2
Hofnarr,3
Hofstaat,4
Horoskop,2
Hungersnot,3
Hydra,3
Häuptling,3
Hölle,1
Höllenhund,4
Ikone,2
Illusion,2
Imperium,3
Inquisition,4
Inschrift,4
Invasion,3
Irrlicht,3
Jahreszahl,1
Jahrhundert,1
Jahrmarkt,2
Jenseits,2
Kaiser,2
Kalender,1
Kanone,2
Kanzel,2
Kapitulation,3
Karavelle,4
Karawane,3
Kaserne,2
Katapult,3
Kathedrale,3
Keilschrift,3
Keramik,2
Kerze,1
Ketzer,3
Ketzerjagd,4
Klause,4
Klerus,4
Kloster,2
Klosterkirche,3
Klosterregel,4
Klosterschule,4
Kobold,3
Kodex,3
Kolonialismus,3
Kolonie,3
Kompass,2
Konsul,3
Korsar,3
Kraken,3
Kreuz,1
Kreuzzug,3
Krieg,1
Krieger,1
Kriegsbeute,3
Krone,2
Krypta,3
Krönung,3
Kult,3
Kultbild,3
Kultfigur,4
Kultstätte,4
Kurier,3
König,1
Königin,2
Labyrinth,2
Landkarte,2
Lanze,3
Legende,2
Legion,3
Legionär,3
Lehen,4
Lehnsherr,4
Leibeigener,4
Lindwurm,4
Liturgie,4
Magie,2
Manuskript,3
Markt,1
Meerjungfrau,2
Megalith,3
Meilenstein,2
Menhir,4
Messbuch,3
Metamorphose,4
Minnesänger,4
Minotaurus,3
Mittelalter,1
Monarchie,3
Monument,3
Morgenstern,4
Mosaik,3
Moschee,2
Mumie,3
Mumifizierung,5
Museum,1
Muskete,4
Mythologie,3
Mythos,2
Märchen,1
Märtyrer,3
Mönch,2
Münze,1
Münzmeister,4
Münzprägung,4
Nachtmahr,4
Neuzeit,2
Niederlage,2
Nymphe,4
Obelisk,4
Oger,3
Opfer,2
Opfergabe,3
Opfermesser,4
Opferstein,3
Orakel,3
Orakelspruch,4
Orden,2
Pagode,3
Palast,2
Palisade,3
Pantheon,4
Papst,2
Papyrus,3
Paradies,2
Patriarch,4
Pergament,4
Pest,2
Pfeil,1
Pharao,3
Pilger,3
Pilgerfahrt,3
Pilgerstab,3
Pirat,1
Priester,2
Priesterin,3
Prophet,2
Prophetenwort,3
Prophezeiung,3
Prozess,2
Prozession,3
Pyramide,2
Quelle,1
Rache,1
Rebellion,3
Reformation,3
Regiment,2
Reich,2
Reinkarnation,3
Reiter,2
Relikt,3
Reliquiar,4
Reliquie,4
Reliquienkult,4
Republik,2
Revolution,2
Riese,2
Ritter,2
Ritual,3
Ruine,2
Rune,3
Runenkreis,3
Runenschrift,3
Runenstab,4
Runenstein,3
Rüstung,3
Sage,2
Sagenheld,3
Sagenwelt,3
Sakrament,4
Sakristei,3
Sarkophag,4
Satyr,4
Schamane,3
Schamanismus,4
Schattenwelt,3
Schattenwesen,4
Schatz,1
Schatzfund,3
Schatztruhe,2
Scheiterhaufen,3
Schicksal,1
Schicksalsfaden,3
Schicksalsrad,3
Schiff,1
Schild,1
Schildmaid,4
Schlacht,2
Schmuckstück,2
Schreiber,2
Schreibstube,3
Schrein,3
Schrift,1
Schriftrolle,3
Schwert,1
Schädel,1
Schöpfung,2
Seefahrt,2
Seeschlacht,3
Segel,1
Seher,3
Sehergabe,4
Seidenstraße,3
Senat,3
Seuche,2
Siedlung,2
Sieg,1
Siegel,3
Sieger,2
Siegeszug,3
Sintflut,3
Sippe,3
Sirene,3
Sklave,2
Sklaverei,3
Soldat,1
Spange,2
Speer,3
Sphinx,3
Spuk,2
Spukgestalt,4
Stadtmauer,3
Stadttor,2
Stammbaum,2
Statue,2
Statuette,3
Steinzeit,1
Stele,3
Stempel,2
Sternbild,2
Sternkarte,3
Sternschnuppe,2
Sternzeichen,3
Steuer,1
Synagoge,3
Säule,1
Söldner,3
Sühne,3
Talisman,3
Tempel,3
Tempeldienst,4
Tempelruine,3
Thron,2
Thronfolger,3
Tierkreis,4
Tintenfass,2
Titan,3
Toga,3
Tongefäß,3
Totem,3
Totenkopf,2
Totenkult,4
Totenmaske,4
Trank,1
Tribut,4
Triumph,3
Triumphbogen,3
Troll,2
Tunika,3
Turnier,2
Tyrannei,4
Unsterblichkeit,3
Unterwelt,3
Urflut,3
Urkraft,3
Urkunde,3
Urmeer,3
Vampir,2
Vasall,4
Verbannung,3
Vergangenheit,1
Verrat,2
Vertrag,1
Verwandlung,2
Vorzeit,2
Wachs,1
Wachstafel,4
Waffen,1
Waffenstillstand,3
Walküre,4
Wallfahrt,3
Wallfahrtskirche,4
Wallfahrtsort,4
Wappen,3
Wasserspeier,4
Weihestätte,3
Weihrauch,3
Weihung,4
Weihwasser,3
Weltenbaum,4
Weltschöpfung,4
Werwolf,2
Wiedergeburt,3
Wiedergänger,4
Wunder,1
Wunderheilung,4
Wunsch,1
Zauber,3
Zauberbuch,3
Zauberer,2
Zauberin,2
Zauberkessel,3
Zaubermittel,4
Zauberring,3
Zauberspiegel,3
Zauberspruch,2
Zauberstab,2
Zaubertrick,2
Zehnt,4
Zeitlinie,2
Zeitrechnung,3
Zeitzeuge,3
Zentaur,4
Zenturie,4
Zepter,3
Zinne,3
Zins,3
Zunft,4
Zwerg,2
Zyklop,3
Zölibat,3
Überlieferung,3
Überrest,3
