word,difficulty
Abstrich,3
Adipositas,4
Adrenalin,3
Akustik,3
Algorithmus,3
Alkohol,2
Allergie,3
Allergietest,3
Alveole,4
Ambulanz,3
Analyse,3
Anamnese,4
Anatomie,3
Angststörung,4
Anpassung,3
Ansteckung,2
Antibiotikum,3
Antigen,4
Antikörper,4
Antrieb,2
Apotheke,2
Arterie,3
Arthritis,3
Arthrose,3
Arznei,2
Arzt,1
Asthma,3
Astronaut,2
Astronomie,3
Atemschutz,3
Atemweg,3
Atmung,3
Atom,3
Auge,1
Bakterium,3
Bandage,2
Bandwurm,3
Base,2
Bauchnabel,1
Bauchspeicheldrüse,4
Beatmung,3
Becken,2
Befund,3
Behandlung,2
Beobachtung,3
Bewegung,2
Beweis,3
Biene,1
Biodiversität,4
Biologie,2
Biopsie,4
Blut,1
Blutabnahme,3
Blutdruck,3
Blutdruckmanschette,4
Blutgerinnung,4
Blutgruppe,2
Bluthochdruck,3
Blutplasma,4
Blutprobe,3
Blutverlust,3
Blutzucker,3
Borreliose,3
Botanik,3
Botenstoff,4
Brechung,4
Brille,1
Bronchie,3
Bronchitis,3
Brustkorb,2
Bänderriss,3
Chemie,2
Chemotherapie,4
Chirurg,2
Chirurgie,3
Chlor,3
Chlorophyll,4
Cholesterin,4
Chromosom,4
Computertomografie,4
Darm,2
Datenbank,2
Datensatz,3
Defibrillator,4
Dehydrierung,4
Demenz,3
Depression,3
Dermatologie,4
Desinfektion,4
Destillation,4
Diabetes,3
Diagnose,2
Diagnoseverfahren,4
Diagramm,3
Dialyse,3
Dichte,3
Doktor,1
Dopamin,3
Dosis,3
Druck,2
Durchfall,2
Eierstock,3
Eisen,2
Elektrizität,3
Elektrokardiogramm,5
Elektron,3
Element,2
Ellenbogen,1
Endoskop,4
Energie,2
Entwicklungsstörung,4
Entzündung,3
Enzym,3
Epidemie,3
Epilepsie,2
Erbkrankheit,3
Erdbeben,2
Ergebnis,2
Erkältung,1
Ernährung,2
Erreger,3
Erschöpfung,2
Erstversorgung,3
Evolution,3
Experiment,3
Facharzt,3
Ferse,2
Fieber,1
Fieberthermometer,3
Filter,2
Finger,1
Formel,3
Forschung,3
Fossil,3
Fruchtbarkeit,3
Fruchtwasser,3
Frühgeburt,3
Funktion,2
Galaxie,3
Gallenblase,3
Gastritis,3
Geburt,2
Gebärmutter,3
Gehirn,2
Gelenk,1
Gemisch,2
Gen,3
Genetik,3
Genom,4
Genpool,4
Geologie,3
Gesundheit,1
Gewebe,3
Gewebeprobe,4
Gips,2
Glas,1
Glaukom,3
Gleichung,2
Gravitation,4
Grippe,1
Gynäkologie,4
