Kunst,1
Abstraktion,3
Acrylfarbe,3
Akkord,3
Akkordeon,3
Akrobat,3
Akt,2
Allegorie,4
Applaus,2
Aquarell,4
Architektur,3
Archiv,2
Arie,4
Arpeggio,4
Artistik,3
Atelier,2
Aufführung,2
Aufnahme,2
Aufnahmeraum,3
Auktion,3
Ausstellung,1
Ausstellungshalle,3
Ausstellungstext,3
Autobiografie,3
Autor,3
Autorenlesung,2
Ballade,3
Ballett,2
Barock,3
Bass,3
Bassschlüssel,3
Becken,4
Beleuchtung,4
Bibliografie,4
Bibliothek,2
Bild,1
Bildaufbau,3
Bildband,3
Bildhauer,3
Bildnis,3
Biografie,2
Blasinstrument,4
Blickfang,3
Blues,3
Bratsche,3
Bronze,3
Buch,1
Buchbinderei,4
Buchdruck,3
Buchhandlung,2
Buchillustrator,3
Buchkunst,3
Buchmalerei,4
Buchmesse,2
Buchrücken,2
Buchseite,2
Buchstabe,1
Bühne,1
Bühnenaufgang,4
Bühnenauftritt,3
Bühnenbild,4
Bühnenfassung,4
Bühnenlicht,3
Bühnenmeister,4
Bühnennebel,3
Bühnenprobe,3
Bühnenrampe,4
Bühnenraum,3
Bühnentechnik,3
Bühnenton,4
Cello,3
Chanson,3
Chor,2
Choreografie,3
Chorleiter,3
Clown,2
Collage,3
Crescendo,4
Dauerausstellung,3
Depot,3
Dialog,3
Dichter,3
Dirigat,4
Dirigent,3
Dissonanz,3
Dokumentation,3
Drama,3
Dramaturg,4
Dramaturgie,4
Dramenstruktur,3
Drehbuch,3
Drehort,2
Druckerei,2
Druckgrafik,4
Druckschrift,3
Duett,2
Einband,3
Eintritt,1
Eintrittskarte,2
Ensemble,3
Epoche,3
Epos,4
Erzähler,3
Erzählkunst,4
Erzählperspektive,4
Erzählung,3
Essay,3
Exponat,3
Expressionismus,3
Fabel,3
Fagott,4
Farbauftrag,3
Farbe,1
Farbkreis,3
Farbmischung,3
Farbpigment,4
Farbton,2
Feder,2
Festival,2
Festspiel,3
Feuilleton,4
Figurenrede,4
Film,1
Filmbild,3
Filmkunst,3
Filmmusik,3
Filmrolle,3
Finissage,4
Firnis,4
Flöte,3
Form,1
Fotografie,3
Fresko,5
Fuge,4
Fälschung,3
Führung,2
Galerie,1
Garderobe,2
Garderobier,4
Gedicht,1
Geige,2
Geiger,2
Gemälde,2
Gemäldegalerie,3
Generalprobe,3
Gesang,2
Gesangunterricht,2
Gips,2
Gitarre,2
Glasmalerei,4
Gouache,5
Grafik,2
Gravur,3
Grundierung,3
Handlungsbogen,3
Handschrift,2
Harfe,3
Harmonielehre,4
Hauptrolle,2
Holzschnitt,4
Horn,2
Hymne,2
Hängesystem,4
Hängung,4
Hörprobe,3
Illustration,3
Impressionismus,3
Improvisation,4
Improvisationskunst,4
Inhaltsangabe,3
Inhaltsverzeichnis,3
Inspizient,5
Instrumentenkunde,4
Inszenierung,3
Intendant,4
Intervall,4
Intonation,4
Jazz,2
Jongleur,4
Kabarett,2
Kadenz,4
Kalligrafie,4
Kamera,2
Kammermusik,3
Kantate,4
Kapitel,3
Katalog,3
Keramik,2
Kino,1
Kinosaal,2
Klangfarbe,3
Klappentext,4
Klarinette,3
Klassik,3
Klavier,2
Kohlezeichnung,4
Komponist,3
Komposition,3
Komödiant,4
Komödie,3
Konsonanz,3
Kontrabass,3
Kontrast,2
Konzert,1
Konzertflügel,4
Konzertmeister,4
Konzertreise,3
Konzertsaal,2
Kopfhörer,2
Kostüm,3
Kostümbildner,4
Kostümprobe,3
Kostümschneiderei,4
Kritik,2
Kubismus,3
Kulisse,3
Kulissenbau,3
Kulissenmaler,4
Kultur,1
Kulturförderung,3
Kulturhaus,2
Kulturkalender,3
Kulturnacht,3
Kulturpolitik,4
Kulturpreis,3
Kunstdruck,4
Kunsthandwerk,2
Kunstharz,4
Kunstmarkt,3
Kunstmuseum,2
Kunstwerk,1
Kupferstich,5
Kurator,3
Kustode,4
Künstler,1
Landschaft,2
Lasur,4
Laudatio,4
Lautsprecher,2
Legende,2
Leihgabe,3
Leinwand,2
Lektor,3
Lektorat,3
Lesebühne,3
Leser,1
Lesersaal,3
Leserschaft,3
Lesezeichen,1
Lesung,3
Libretto,4
Licht,1
Lichtpult,4
Lichtregie,4
Lied,1
Liederabend,3
Linie,2
Linolschnitt,4
Literatur,1
Literaturhaus,3
Literaturkritiker,4
Literaturpreis,3
Literaturwissenschaft,4
Lyrik,3
Maler,2
Malerei,1
Mandoline,3
Manege,3
Manuskript,3
Manuskriptseite,3
Marionette,3
Marmor,3
Maske,3
Maskenbild,3
Matinee,4
Meißel,2
Melodie,3
Metapher,3
Mikrofon,2
Modell,2
Moderne,3
Monolog,3
Montage,3
Mosaik,5
Motiv,2
Museologie,5
Museum,1
Museumsführer,4
Museumskasse,2
Museumsladen,3
Musik,1
Musiker,2
Musikinstrument,2
Musikschule,2
Musiktheorie,4
Musikwissenschaft,4
Muster,2
Märchen,3
Mäzen,3
Mäzenatentum,3
Nachwort,2
Nebenrolle,2
Notation,3
Note,3
Notenblatt,2
Notenheft,2
Notenschlüssel,3
Notenständer,3
Novelle,3
Oboe,4
Oktave,3
Oper,1
Operette,3
Opernhaus,2
Oratorium,4
Orchester,2
Orchestergraben,3
Orgel,2
Original,2
Ornament,3
Ouvertüre,4
Palette,2
Papier,1
Parkett,3
Partitur,3
Passepartout,4
Pastell,3
Pauke,4
Pause,1
Pergament,4
Perspektive,3
Pianist,2
Pikkolo,3
Pinsel,1
Plakat,2
Plakatkunst,3
Plakatsäule,2
Plattenspieler,3
Polka,3
Porträt,2
Porzellan,5
Posaune,3
Preisverleihung,2
Premiere,3
Probe,3
Probenraum,3
Programmheft,3
Projektion,3
Prospekt,3
Protagonist,3
Publikum,1
Publikumsgespräch,3
Puppenspiel,2
Quartett,4
Quellenangabe,3
Quintett,4
Radierung,4
Rahmen,2
Realismus,3
Regie,2
Regisseur,3
Reim,3
Relief,3
Renaissance,3
Repertoire,3
Requisite,3
Requisitenfundus,4
Requisitenmeister,4
Requisiteur,4
Resonanz,2
Restaurator,4
Restaurierung,3
Rezension,3
Rhythmus,3
Rollenstudium,4
Roman,1
Romantik,3
Sage,2
Saiteninstrument,4
Sammler,3
Sammlung,3
Satire,3
Satzzeichen,2
Saxophon,3
Schallplatte,3
Schatten,2
Schauspiel,2
Schauspieler,2
Schauspielhaus,2
Scheinwerfer,3
Schlagwerk,3
Schlagzeug,3
Schmiedekunst,4
Schminke,2
Schnitt,3
Schnitzerei,3
Schreibwerkstatt,3
Schriftart,2
Schriftsatz,3
Schriftsteller,3
Serenade,3
Siebdruck,3
Signatur,3
Sinfonie,4
Singspiel,4
Skizze,2
Skizzenbuch,3
Skulptur,2
Soiree,4
Solist,3
Solo,2
Sonate,3
Sonderausstellung,3
Sonett,4
Souffleur,4
Souffleuse,4
Spachtel,2
Spannungsbogen,3
Spielplan,3
Spielstätte,3
Sprechrolle,3
Staffelei,2
Statist,3
Steindruck,4
Steinmetz,4
Stepptanz,4
Stichwort,2
Stiftung,2
Stil,1
Stillleben,3
Stimmgabel,3
Stimmlage,3
Stimmtraining,3
Surrealismus,3
Symbol,2
Szene,2
