word,difficulty
Ablehnung,2
Ablenkung,2
Abneigung,3
Abscheu,3
Absicht,2
Abstand,2
Abwehr,3
Abwesenheit,2
Achtsamkeit,4
Achtung,1
Ahnung,2
Akzeptanz,3
Alptraum,2
Altruismus,4
Anerkennung,3
Angst,1
Anmut,4
Ansehen,2
Anspannung,3
Anspruch,2
Anstand,2
Anteilnahme,3
Antipathie,4
Antrieb,2
Anwesenheit,2
Anziehung,3
Apathie,5
Arroganz,3
Atmosphäre,2
Aufbruch,2
Aufmerksamkeit,2
Aufregung,2
Aufrichtigkeit,4
Auseinandersetzung,3
Ausgleich,3
Bangen,3
Bangigkeit,3
Barmherzigkeit,4
Bedauern,2
Bedenken,3
Bedeutung,2
Bedeutungslosigkeit,4
Bedürfnis,2
Befangenheit,4
Befreiung,3
Befremden,4
Befriedigung,3
Befürchtung,3
Begehren,4
Begeisterung,2
Begierde,3
Behagen,3
Beharrlichkeit,4
Beklemmung,3
Beklommenheit,4
Bescheidenheit,3
Besessenheit,4
Besinnung,3
Besonnenheit,3
Besorgnis,3
Bestürzung,4
Betroffenheit,3
Beunruhigung,3
Bewertung,3
Bewunderung,3
Bewusstsein,3
Bewältigung,3
Bindung,2
Bitterkeit,4
Blamage,3
Bosheit,3
Chaos,1
Dank,1
Dankbarkeit,3
Dasein,3
Demut,4
Demütigung,3
Denken,2
Diskretion,3
Distanz,3
Disziplin,3
Dogma,3
Drang,2
Echo,3
Egoismus,3
Ehre,2
Ehrfurcht,4
Ehrgeiz,2
Ehrlichkeit,2
Eifer,2
Eifersucht,3
Eile,2
Einbildung,3
Einfall,2
Einfluss,2
Einfühlung,4
Einigkeit,3
Einsamkeit,3
Einsicht,3
Einverständnis,3
Eitelkeit,3
Ekel,2
Elend,2
Empathie,4
Endlichkeit,4
Energie,2
Entbehrung,4
Entfremdung,4
Enthemmung,4
Entmutigung,3
Entscheidung,1
Entschlossenheit,3
Entsetzen,3
Entspannung,2
Enttäuschung,3
Entwicklung,3
Entzücken,3
Erfolg,1
Erfüllung,3
Ergriffenheit,5
Erinnerung,2
Erkenntnis,3
Erlaubnis,1
Erleichterung,3
Ermahnung,3
Ermunterung,3
Ermutigung,3
Ernst,2
Ernüchterung,3
Erschrecken,3
Erschöpfung,3
Erschütterung,3
Erstaunen,3
Erwartung,2
Erwartungsdruck,4
Euphorie,4
Existenz,2
Fantasie,2
Fassungslosigkeit,4
Faszination,3
Faulheit,1
Feigheit,3
Fernweh,3
Fleiß,2
Flüstern,3
Fortschritt,2
Freiheit,1
Fremdbestimmung,4
Freude,1
Freundlichkeit,2
Frieden,1
Friedfertigkeit,3
Frustration,3
Fröhlichkeit,2
Furcht,3
Fürsorge,2
Geborgenheit,3
Gedanke,1
Gedankenlosigkeit,3
Geduld,1
Gedächtnis,2
Gefahr,1
Gefühl,1
Gegenwart,2
Geheimnis,2
Geist,2
Geiz,2
Gelassenheit,3
Gelöstheit,4
Gemüt,3
Genugtuung,4
Genuss,2
Genügsamkeit,4
Gerechtigkeit,3
Gewissen,3
Gewissensbiss,4
Gewissheit,2
Gewohnheit,2
Gier,2
Glaube,2
Gleichgewicht,3
Gleichgültigkeit,3
Glück,1
Gnade,4
Grauen,3
Groll,4
Großzügigkeit,3
Grundsatz,3
Grübelei,4
Güte,2
Harmonie,3
Hass,2
Heimweh,2
Heiterkeit,3
Hektik,2
Hemmung,3
Hemmungslosigkeit,4
Herzklopfen,3
Hilflosigkeit,3
Hingabe,4
Hochachtung,3
Hochgefühl,3
Hoffnung,1
Hoffnungslosigkeit,3
Humor,2
Hässlichkeit,3
Ideal,2
Idealismus,3
Idee,1
Identität,3
Illusion,3
Inbrunst,5
Innigkeit,4
Inspiration,3
Integrität,4
Intoleranz,4
Intuition,3
Ironie,3
Irritation,3
Klarheit,2
Kompromiss,2
Konflikt,2
Konkurrenz,2
Konsequenz,3
Kontrolle,2
Kontrollverlust,4
Konzentration,2
Konzept,2
Kooperation,3
Kreativität,3
Kränkung,3
Kummer,2
Kälte,2
Langeweile,1
Laune,1
Lebensfreude,3
Leere,3
Leichtigkeit,3
Leichtsinn,3
Leid,1
Leidenschaft,2
Liebe,1
Logik,2
Loyalität,3
Lust,2
Lüge,1
Macht,1
Machtlosigkeit,3
Meinung,1
Melancholie,4
Menschlichkeit,2
Minderwertigkeit,4
Misgunst,4
Missachtung,3
Misserfolg,2
Missmut,3
Misstrauen,3
Mitgefühl,3
Mitleid,3
Moral,3
Motivation,3
Mut,1
Mutlosigkeit,3
Möglichkeit,2
Müdigkeit,1
Nachdenklichkeit,3
Nachsicht,3
Neid,2
Neigung,3
Nervenkitzel,4
Nervosität,3
Neuanfang,3
Neugier,2
Nichtigkeit,4
Niedergeschlagenheit,4
Nähe,2
Offenheit,2
Ohnmacht,3
Optimismus,2
Ordnung,2
Orientierung,3
Orientierungslosigkeit,4
Panik,2
Peinlichkeit,3
Perfektion,4
Pessimismus,3
Pflicht,2
Prinzip,3
Rache,2
Rastlosigkeit,3
Rationalität,3
Ratlosigkeit,3
Raum,1
Realismus,3
Realität,2
Reiz,2
Reizbarkeit,4
Resignation,4
Respekt,2
Reue,3
Risiko,2
Rivalität,3
Routine,2
Ruhe,1
Rätsel,1
Rückhalt,3
Rückschritt,3
Rücksicht,2
Rücksichtslosigkeit,3
Rührung,4
Sanftmut,4
Schadenfreude,3
Scham,2
Schamgefühl,3
Schicksal,3
Schmerz,1
Schreck,2
Schuld,2
Schutz,1
Schweigen,3
Schwere,2
Schwermut,4
Schwäche,2
Schönheit,1
Schüchternheit,3
Seele,2
Sehnsucht,3
Selbstachtung,4
Selbstbeherrschung,4
Selbstbestimmung,3
Selbstbewusstsein,3
Selbstbild,3
Selbsthass,4
Selbstkritik,3
Selbstlosigkeit,3
Selbstreflexion,3
Selbsttäuschung,4
Selbstvertrauen,3
Selbstwert,3
Selbstzweifel,4
Seligkeit,4
Sensibilität,3
Sicherheit,2
Sinn,2
Sinnbild,3
Sinnhaftigkeit,4
Sinnlosigkeit,4
Sinnsuche,4
Skepsis,3
Solidarität,3
Sorge,2
Sorgfalt,2
Sorglosigkeit,3
Spannung,3
Spaß,1
Spontaneität,3
Spott,2
Staunen,3
Stille,2
Stillstand,3
Stimmung,2
Stolz,2
Streit,1
Strenge,3
Stress,2
Stärke,2
Symbol,2
Sympathie,3
Tapferkeit,3
Tatendrang,2
Toleranz,3
Transparenz,3
Trauer,1
Traum,1
Trennung,2
Treue,2
Trost,2
Trägheit,3
Täuschung,3
Unachtsamkeit,3
Unbehagen,2
Unehrlichkeit,4
Unendlichkeit,4
Unentschlossenheit,4
Unfreundlichkeit,3
Ungeduld,3
Ungerechtigkeit,4
Ungewissheit,3
Ungleichgewicht,4
Unlust,3
Unmenschlichkeit,3
Unmut,2
Unruhe,3
Unsicherheit,3
Unsinn,3
Unterbewusstsein,4
Unverbindlichkeit,3
Unverständnis,3
Utopie,4
Verachtung,3
Verantwortung,2
Verbindlichkeit,3
Verbitterung,4
Verblendung,4
Verblüffung,4
Verbot,1
Verbundenheit,3
Verdrossenheit,4
Vergangenheit,2
Vergebung,3
Vergessen,3
Vergänglichkeit,4
Verlangen,3
Verlegenheit,3
Verletztheit,4
Verlorenheit,4
Verlust,1
Verlässlichkeit,3
Vernunft,2
Verpflichtung,3
Verrat,2
Verstand,2
Verständnis,2
Versuchung,3
Versöhnung,3
Vertrauen,2
Vertrautheit,3
Verwirrung,2
Verwunderung,3
Verzicht,3
Verzweiflung,3
Veränderung,2
Vision,2
Vorahnung,4
Vorfreude,2
Vorsicht,2
Vorstellung,2
Vorurteil,3
Wachsamkeit,3
Wahn,4
Wahnsinn,2
Wahrheit,1
Wahrnehmung,3
Wahrscheinlichkeit,4
Wandlung,3
Wehmut,4
Weltschmerz,4
Wert,1
Wertschätzung,3
Widerspruch,2
Widerwille,3
Wille,2
Willenskraft,3
Wohlgefallen,3
Wohlwollen,3
Wut,1
Wärme,2
Würde,3
Zeit,1
Zerbrechlichkeit,4
Zerrissenheit,4
Zerstreutheit,3
Ziel,1
Zielstrebigkeit,3
Zorn,3
Zufall,2
Zuflucht,4
Zufriedenheit,3
Zugehörigkeit,3
Zukunft,1
Zuneigung,3
Zurückhaltung,3
Zurückweisung,4
Zusammenhalt,3
Zustimmung,2
Zutrauen,3
Zuversicht,3
Zuwendung,3
Zwang,2
Zwanglosigkeit,3
Zweck,2
Zweifel,2
Zwiespalt,4
Zwietracht,5
Zynismus,4
Zärtlichkeit,3
Zögerlichkeit,4
Ärger,1
Überdruss,4
Überdrüssigkeit,4
Überforderung,3
Überheblichkeit,3
Überlegenheit,3
Übermut,4
Überraschung,2
Überzeugung,3
