word,difficulty,genre_ids,genre_names,hint_count,hints
Ablehnung,3,12,Gefühle & Abstraktes,6,"Hang~A_TARGET_VIBE~3,Ausweichen~A_TARGET_VIBE~3,Stirnrunzeln~A_TARGET_VIBE~2,Distanz~A_TARGET_VIBE~3,Ignorieren~A_TARGET_VIBE~2,Richtung~A_TARGET_VIBE~2"
Ablenkung,4,12,Gefühle & Abstraktes,7,"Scrollen~A_TARGET_VIBE~3,Nebengeräusch~A_TARGET_VIBE~3,Pop-up~A_TARGET_VIBE~3,Werbung~A_TARGET_VIBE~3,Handy~A_TARGET_VIBE~3,Klingeln~A_TARGET_VIBE~3,Stille~A_TARGET_VIBE~3"
Abneigung,3,12,Gefühle & Abstraktes,6,"Ignorieren~A_TARGET_VIBE~3,Veto~A_TARGET_VIBE~2,Distanz~A_TARGET_VIBE~2,Stirnrunzeln~A_TARGET_VIBE~3,Ausweichen~A_TARGET_VIBE~2,Korb~A_TARGET_VIBE~3"
Abscheu,3,12,Gefühle & Abstraktes,6,"Geruch~A_TARGET_VIBE~3,Würgen~A_TARGET_VIBE~2,Stirnrunzeln~A_TARGET_VIBE~2,Toilette~A_TARGET_VIBE~3,Faulig~A_TARGET_VIBE~3,Putzen~A_TARGET_VIBE~2"
Absicht,2,12,Gefühle & Abstraktes,5,"Motiv~A_TARGET_VIBE~2,Plan~A_TARGET_VIBE~2,Ziel~A_TARGET_VIBE~2,Strategie~A_TARGET_VIBE~2,Agenda~A_TARGET_VIBE~2"
Abstand,2,12,Gefühle & Abstraktes,5,"Offline~A_TARGET_VIBE~2,Stille~A_TARGET_VIBE~2,Leere~A_TARGET_VIBE~2,Schatten~A_TARGET_VIBE~2,Lücke~A_TARGET_VIBE~2"
Abwehr,4,12,Gefühle & Abstraktes,7,"Veto~A_TARGET_VIBE~3,Distanz~A_TARGET_VIBE~3,Ignorieren~A_TARGET_VIBE~3,Ausweichen~A_TARGET_VIBE~3,Korb~A_TARGET_VIBE~3,Stirnrunzeln~A_TARGET_VIBE~4,Blick~A_TARGET_VIBE~3"
Abwesenheit,2,12,Gefühle & Abstraktes,5,"Leere~A_TARGET_VIBE~2,Schatten~A_TARGET_VIBE~2,Wartezimmer~A_TARGET_VIBE~2,Offline~A_TARGET_VIBE~2,Stille~A_TARGET_VIBE~2"
Achtsamkeit,3,12,Gefühle & Abstraktes,6,"Zuhören~A_TARGET_VIBE~3,Atem~A_TARGET_VIBE~2,Präsenz~A_TARGET_VIBE~2,Tafel~A_TARGET_VIBE~2,Alarm~A_TARGET_VIBE~3,Blick~A_TARGET_VIBE~2"
Achtung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,5,"Publikum~A_TARGET_VIBE~2,Lob~A_TARGET_VIBE~2,Trophäe~A_TARGET_VIBE~2,Preis~A_TARGET_VIBE~2,Orden~A_TARGET_VIBE~2"
