word,difficulty,genre_ids,genre_names,hint_count,hints
Abstrich,3,7,Wissenschaft & Medizin,6,"Wattestäbchen~A_TARGET_VIBE~3,Rachen~A_TARGET_VIBE~3,PCR~A_TARGET_VIBE~3,Labor~A_TARGET_VIBE~2,Testzentrum~A_TARGET_VIBE~3,Probe~A_TARGET_VIBE~2"
Adipositas,4,7,Wissenschaft & Medizin,7,"BMI~A_TARGET_VIBE~3,Kalorien~A_TARGET_VIBE~2,Ernährung~A_TARGET_VIBE~2,Bewegung~A_TARGET_VIBE~2,Diätplan~A_TARGET_VIBE~3,Stoffwechsel~A_TARGET_VIBE~3,Praxis~A_TARGET_VIBE~2"
Adrenalin,3,7,Wissenschaft & Medizin,6,"Stress~A_TARGET_VIBE~2,Puls~A_TARGET_VIBE~2,Schweiß~A_TARGET_VIBE~2,Nebennieren~A_TARGET_VIBE~3,Nervenkitzel~A_TARGET_VIBE~3,Flucht~A_TARGET_VIBE~3"
Akustik,3,7,Wissenschaft & Medizin,6,"Schall~A_TARGET_VIBE~2,Echo~A_TARGET_VIBE~2,Frequenz~A_TARGET_VIBE~3,Raum~A_TARGET_VIBE~2,Lautsprecher~A_TARGET_VIBE~2,Dämmung~A_TARGET_VIBE~3"
Algorithmus,3,6|14,Technik & Digitales|Höhere Mathematik,6,"Quelltext~A_TARGET_VIBE~2,Schleife~A_TARGET_VIBE~3,Sortieren~A_TARGET_VIBE~3,Daten~A_TARGET_VIBE~2,Komplexität~A_TARGET_VIBE~3,Iteration~A_TARGET_VIBE~3"
Alkohol,3,1|7,Essen & Trinken|Wissenschaft & Medizin,6,"Promille~A_TARGET_VIBE~3,Leber~A_TARGET_VIBE~2,Rausch~A_TARGET_VIBE~3,Cocktail~A_TARGET_VIBE~2,Kater~A_TARGET_VIBE~2,Atemtest~A_TARGET_VIBE~3"
Allergie,3,7,Wissenschaft & Medizin,6,"Pollen~A_TARGET_VIBE~3,Niesen~A_TARGET_VIBE~2,Juckreiz~A_TARGET_VIBE~2,Antihistaminikum~A_TARGET_VIBE~3,Heuschnupfen~A_TARGET_VIBE~3,Schwellung~A_TARGET_VIBE~2"
Allergietest,4,7,Wissenschaft & Medizin,6,"Pricktest~A_TARGET_VIBE~3,Quaddel~A_TARGET_VIBE~3,Pollen~A_TARGET_VIBE~2,Arztpraxis~A_TARGET_VIBE~2,Ablesen~A_TARGET_VIBE~2,Reaktion~A_TARGET_VIBE~2"
Alveole,3,7,Wissenschaft & Medizin,6,"Sauerstoff~A_TARGET_VIBE~3,Kapillare~A_TARGET_VIBE~3,Atemzug~A_TARGET_VIBE~3,Lunge~A_TARGET_VIBE~2,Austausch~A_TARGET_VIBE~3,Mikroskop~A_TARGET_VIBE~2"
Ambulanz,3,7,Wissenschaft & Medizin,6,"Notaufnahme~A_TARGET_VIBE~3,Blaulicht~A_TARGET_VIBE~3,Trage~A_TARGET_VIBE~3,Sanitäter~A_TARGET_VIBE~3,Wartebereich~A_TARGET_VIBE~2,Triage~A_TARGET_VIBE~3"
Analyse,3,7,Wissenschaft & Medizin,6,"Auswertung~A_TARGET_VIBE~2,Labor~A_TARGET_VIBE~2,Diagramm~A_TARGET_VIBE~3,Probe~A_TARGET_VIBE~2,Methode~A_TARGET_VIBE~2,Ergebnis~A_TARGET_VIBE~2"
Anamnese,3,7,Wissenschaft & Medizin,6,"Vorgeschichte~A_TARGET_VIBE~3,Fragebogen~A_TARGET_VIBE~3,Gespräch~A_TARGET_VIBE~2,Symptome~A_TARGET_VIBE~2,Allergien~A_TARGET_VIBE~3,Notizen~A_TARGET_VIBE~2"
