word,difficulty,genre_ids,genre_names,hint_count,hints
Abend,2,12,Gefühle & Abstraktes,4,"Laterne~A_TARGET_VIBE~2,Dunkel~A_TARGET_VIBE~2,Schlaf~A_TARGET_VIBE~2,Feierabend~A_TARGET_VIBE~2"
Abenddämmerung,2,11,Wetter & Himmel,4,"Silhouette~A_TARGET_VIBE~2,Röte~A_TARGET_VIBE~2,Gegenlicht~A_TARGET_VIBE~2,Kontur~A_TARGET_VIBE~2"
Abendrot,2,11,Wetter & Himmel,4,"Glühen~A_TARGET_VIBE~2,Röte~A_TARGET_VIBE~2,orange~A_TARGET_VIBE~2,Silhouette~A_TARGET_VIBE~2"
Abendstern,3,7|11,Wissenschaft & Medizin|Wetter & Himmel,4,"Konstellation~A_TARGET_VIBE~2,Glanz~A_TARGET_VIBE~3,Funkeln~A_TARGET_VIBE~3,Nacht~A_TARGET_VIBE~2"
Ablagerung,3,11,Wetter & Himmel,4,"Partikel~A_TARGET_VIBE~3,Schicht~A_TARGET_VIBE~2,Aerosol~A_TARGET_VIBE~2,Dichte~A_TARGET_VIBE~3"
Ablenkung,3,11,Wetter & Himmel,4,"Gegenlicht~A_TARGET_VIBE~2,Kontrast~A_TARGET_VIBE~2,Silhouette~A_TARGET_VIBE~2,Schimmer~A_TARGET_VIBE~3"
Abkühlung,3,11,Wetter & Himmel,4,"Minusgrad~A_TARGET_VIBE~3,Atemwolke~A_TARGET_VIBE~2,Heizung~A_TARGET_VIBE~2,Gänsehaut~A_TARGET_VIBE~3"
Abkühlungsphase,4,11,Wetter & Himmel,5,"Heizung~A_TARGET_VIBE~3,Minusgrad~A_TARGET_VIBE~3,Gänsehaut~A_TARGET_VIBE~4,Kaltstart~A_TARGET_VIBE~3,Frostschutz~A_TARGET_VIBE~3"
Abkürzung,2,11,Wetter & Himmel,4,"Kontrast~A_TARGET_VIBE~2,Blick~A_TARGET_VIBE~2,Schimmer~A_TARGET_VIBE~2,Ferne~A_TARGET_VIBE~3"
Abschattung,3,11,Wetter & Himmel,4,"Gegenlicht~A_TARGET_VIBE~2,Schatten~A_TARGET_VIBE~3,Silhouette~A_TARGET_VIBE~3,Kontur~A_TARGET_VIBE~2"
Abschirmung,3,11,Wetter & Himmel,4,"Gegenlicht~A_TARGET_VIBE~2,Kontrast~A_TARGET_VIBE~3,Silhouette~A_TARGET_VIBE~3,Schimmer~A_TARGET_VIBE~2"
Abschwächung,3,11,Wetter & Himmel,4,"Ausgleich~A_TARGET_VIBE~2,Gradient~A_TARGET_VIBE~3,Kurve~A_TARGET_VIBE~2,Messwert~A_TARGET_VIBE~3"
