word,difficulty,genre_ids,genre_names,hint_count,hints
Abdeckhaube,4,10,Haushalt & Wohnen,7,"Transport~A_TARGET_VIBE~3,Abstellen~A_TARGET_VIBE~2,Garage~A_TARGET_VIBE~2,Folie~A_TARGET_VIBE~2,Schutz~A_TARGET_VIBE~2,Lagerung~A_TARGET_VIBE~2,Gummi~A_TARGET_VIBE~3"
Abdeckplane,3,10,Haushalt & Wohnen,7,"Regen~A_TARGET_VIBE~2,Ösen~A_TARGET_VIBE~3,Spannseil~A_TARGET_VIBE~2,Gummi~A_TARGET_VIBE~2,Transport~A_TARGET_VIBE~2,Lagerung~A_TARGET_VIBE~2,Staub~A_TARGET_VIBE~3"
Abfalltrennung,3,10,Haushalt & Wohnen,7,"Sortieren~A_TARGET_VIBE~2,Gelbtonne~A_TARGET_VIBE~2,Trennen~A_TARGET_VIBE~2,Karton~A_TARGET_VIBE~3,Glascontainer~A_TARGET_VIBE~2,Pfand~A_TARGET_VIBE~2,Biotonne~A_TARGET_VIBE~2"
Abfalleimer,2,10,Haushalt & Wohnen,8,"Deckel~A_TARGET_VIBE~2,Tüte~A_TARGET_VIBE~2,Geruch~A_TARGET_VIBE~2,Einsatz~A_TARGET_VIBE~2,Tritt~A_TARGET_VIBE~2,Leeren~A_TARGET_VIBE~2,Kanten~A_TARGET_VIBE~2,Nachfüllen~A_TARGET_VIBE~2"
Abfluss,3,10,Haushalt & Wohnen,7,"Stopfen~A_TARGET_VIBE~2,Haare~A_TARGET_VIBE~2,Kalk~A_TARGET_VIBE~3,Siphon~A_TARGET_VIBE~2,Tropfen~A_TARGET_VIBE~2,Dichtung~A_TARGET_VIBE~2,Rohrschelle~A_TARGET_VIBE~2"
Abflussrohr,4,10,Haushalt & Wohnen,7,"Rohrzange~A_TARGET_VIBE~2,Dichtung~A_TARGET_VIBE~2,Rohschelle~A_TARGET_VIBE~3,Ventil~A_TARGET_VIBE~3,Tropfen~A_TARGET_VIBE~2,Kalk~A_TARGET_VIBE~2,Geruch~A_TARGET_VIBE~3"
Abtropfgitter,3,1|10,Essen & Trinken|Haushalt & Wohnen,6,"Spüle~A_TARGET_VIBE~2,Rillen~A_TARGET_VIBE~2,Abtropfen~A_TARGET_VIBE~2,Trocknen~A_TARGET_VIBE~3,Wasserfleck~A_TARGET_VIBE~2,Geschirr~A_TARGET_VIBE~3"
Abtropfmatte,3,1|10,Essen & Trinken|Haushalt & Wohnen,6,"Spüle~A_TARGET_VIBE~2,Rillen~A_TARGET_VIBE~2,Trocknen~A_TARGET_VIBE~2,Abtropfen~A_TARGET_VIBE~3,Mikrofaser~A_TARGET_VIBE~2,Wasserfleck~A_TARGET_VIBE~2"
Abtropfschale,2,1|10,Essen & Trinken|Haushalt & Wohnen,6,"Abtropfen~A_TARGET_VIBE~2,Auffangen~A_TARGET_VIBE~2,Ränder~A_TARGET_VIBE~2,Spüle~A_TARGET_VIBE~2,Trocknen~A_TARGET_VIBE~2,Wasserfleck~A_TARGET_VIBE~2"
Abwaschbürste,2,1|10,Essen & Trinken|Haushalt & Wohnen,6,"Borsten~A_TARGET_VIBE~2,Spüli~A_TARGET_VIBE~2,Schaum~A_TARGET_VIBE~2,Scheuern~A_TARGET_VIBE~2,Griff~A_TARGET_VIBE~2,Teller~A_TARGET_VIBE~2"
Abziehbild,4,10,Haushalt & Wohnen,6,"Kleber~A_TARGET_VIBE~2,Glanz~A_TARGET_VIBE~2,Aufkleben~A_TARGET_VIBE~3,Rand~A_TARGET_VIBE~2,Blase~A_TARGET_VIBE~3,Abziehen~A_TARGET_VIBE~2"
Abzieher,3,10,Haushalt & Wohnen,7,"Streifenfrei~A_TARGET_VIBE~2,Gummi~A_TARGET_VIBE~2,Wasserfilm~A_TARGET_VIBE~2,Fenster~A_TARGET_VIBE~3,Scheibe~A_TARGET_VIBE~2,Dusche~A_TARGET_VIBE~2,Putzen~A_TARGET_VIBE~3"
Abzugshaube,3,1|10,Essen & Trinken|Haushalt & Wohnen,6,"Filter~A_TARGET_VIBE~2,Dampf~A_TARGET_VIBE~2,Lüfter~A_TARGET_VIBE~2,Geruch~A_TARGET_VIBE~2,Kochfeld~A_TARGET_VIBE~3,Fettfilm~A_TARGET_VIBE~2"
Akkuschrauber,4,0|10,Alltag & Gegenstände|Haushalt & Wohnen,7,"Bit~A_TARGET_VIBE~2,Akkupack~A_TARGET_VIBE~2,Drehmoment~A_TARGET_VIBE~3,Ladegerät~A_TARGET_VIBE~2,Torx~A_TARGET_VIBE~3,Montage~A_TARGET_VIBE~2,Schraube~A_TARGET_VIBE~2"
Aktenordner,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,6,"Register~A_TARGET_VIBE~2,Archiv~A_TARGET_VIBE~2,Karton~A_TARGET_VIBE~2,Lochung~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Beschriftung~A_TARGET_VIBE~2"
Ameisenfalle,4,10,Haushalt & Wohnen,6,"Köder~A_TARGET_VIBE~3,Krümel~A_TARGET_VIBE~2,Küche~A_TARGET_VIBE~2,Spur~A_TARGET_VIBE~3,Ecke~A_TARGET_VIBE~2,Giftfrei~A_TARGET_VIBE~3"
Anrichte,3,10,Haushalt & Wohnen,6,"Schublade~A_TARGET_VIBE~2,Porzellan~A_TARGET_VIBE~2,Esszimmer~A_TARGET_VIBE~3,Griff~A_TARGET_VIBE~2,Holz~A_TARGET_VIBE~2,Stauraum~A_TARGET_VIBE~2"
Anstreichpinsel,3,0|10,Alltag & Gegenstände|Haushalt & Wohnen,7,"Abkleben~A_TARGET_VIBE~2,Klecks~A_TARGET_VIBE~2,Farbwanne~A_TARGET_VIBE~3,Anstrich~A_TARGET_VIBE~2,Kanten~A_TARGET_VIBE~3,Trocknen~A_TARGET_VIBE~2,Putz~A_TARGET_VIBE~2"
