word,difficulty,genre_ids,genre_names,hint_count,hints
Abbildung,3,14,Höhere Mathematik,6,"Surjektion~A_TARGET_VIBE~2,Komposition~A_TARGET_VIBE~2,Beweis~A_TARGET_VIBE~3,Pfeildiagramm~A_TARGET_VIBE~2,Menge~A_TARGET_VIBE~2,Formel~A_TARGET_VIBE~3"
Abbildungskern,3,14,Höhere Mathematik,6,"Invers~A_TARGET_VIBE~2,Komposition~A_TARGET_VIBE~2,Unterraum~A_TARGET_VIBE~3,Pfeildiagramm~A_TARGET_VIBE~3,Notation~A_TARGET_VIBE~2,Kern~B_PART_VIBE~3"
Abgeschlossenheit,3,14,Höhere Mathematik,6,"Umgebung~A_TARGET_VIBE~2,Topologie~A_TARGET_VIBE~2,Kompakt~A_TARGET_VIBE~3,Komplement~A_TARGET_VIBE~3,Offen~A_TARGET_VIBE~2,Rand~B_PART_VIBE~3"
Ableitung,2,14,Höhere Mathematik,6,"Kurvendiskussion~A_TARGET_VIBE~2,Tangente~A_TARGET_VIBE~2,Kettenregel~A_TARGET_VIBE~3,Steigung~A_TARGET_VIBE~3,Extremum~A_TARGET_VIBE~2,Parameter~A_TARGET_VIBE~2"
Ableitungsoperator,3,14,Höhere Mathematik,6,"Nabla~A_TARGET_VIBE~2,Gradient~A_TARGET_VIBE~2,Spektrum~A_TARGET_VIBE~3,Linear~A_TARGET_VIBE~3,Kettenregel~A_TARGET_VIBE~2,Operator~B_PART_VIBE~3"
Ableitungsregel,3,14,Höhere Mathematik,6,"Produktregel~A_TARGET_VIBE~2,Kettenregel~A_TARGET_VIBE~2,Quotientenregel~A_TARGET_VIBE~3,Formel~A_TARGET_VIBE~3,Rechenweg~A_TARGET_VIBE~2,Regel~B_PART_VIBE~3"
Abschluss,3,14,Höhere Mathematik,6,"Topologie~A_TARGET_VIBE~2,Rand~A_TARGET_VIBE~2,Komplement~A_TARGET_VIBE~3,Kompakt~A_TARGET_VIBE~3,Offen~A_TARGET_VIBE~2,Umgebung~A_TARGET_VIBE~3"
Abschätzung,2,14,Höhere Mathematik,6,"Schranke~A_TARGET_VIBE~2,Ungleichung~A_TARGET_VIBE~2,Konstante~A_TARGET_VIBE~2,Vorzeichen~A_TARGET_VIBE~3,Epsilon~A_TARGET_VIBE~2,Fehler~A_TARGET_VIBE~2"
Abstand,2,14,Höhere Mathematik,6,"Koordinate~A_TARGET_VIBE~2,Dreiecksungleichung~A_TARGET_VIBE~2,Ball~A_TARGET_VIBE~3,Radius~A_TARGET_VIBE~3,Norm~A_TARGET_VIBE~2,Kreide~A_TARGET_VIBE~2"
Abzählbarkeit,3,14,Höhere Mathematik,6,"Diagonalargument~A_TARGET_VIBE~2,Kardinal~A_TARGET_VIBE~2,Cantor~A_TARGET_VIBE~3,Unendlich~A_TARGET_VIBE~3,Bijektion~A_TARGET_VIBE~2,Formel~A_TARGET_VIBE~3"
Achse,1,14,Höhere Mathematik,5,"Ursprung~A_TARGET_VIBE~2,Koordinate~A_TARGET_VIBE~2,Skala~A_TARGET_VIBE~2,Spiegelung~A_TARGET_VIBE~2,Diagramm~A_TARGET_VIBE~2"
Addition,1,14,Höhere Mathematik,5,"Übertrag~A_TARGET_VIBE~2,Zwischensumme~A_TARGET_VIBE~2,Kopfrechnen~A_TARGET_VIBE~2,Spalten~A_TARGET_VIBE~2,Rechenweg~A_TARGET_VIBE~2"
Algebra,2,14,Höhere Mathematik,6,"Ring~A_TARGET_VIBE~2,Gruppe~A_TARGET_VIBE~2,Ideal~A_TARGET_VIBE~3,Polynom~A_TARGET_VIBE~3,Homomorphismus~A_TARGET_VIBE~2,Skript~A_TARGET_VIBE~2"
Algorithmus,2,14,Höhere Mathematik,6,"Schleife~A_TARGET_VIBE~2,Rekursion~A_TARGET_VIBE~2,Laufzeit~A_TARGET_VIBE~3,Eingabe~A_TARGET_VIBE~3,Ausgabe~A_TARGET_VIBE~2,Sortieren~A_TARGET_VIBE~2"
Analysis,2,14,Höhere Mathematik,6,"Grenzwert~A_TARGET_VIBE~2,Epsilon~A_TARGET_VIBE~2,Integral~A_TARGET_VIBE~3,Ableitung~A_TARGET_VIBE~3,Reihe~A_TARGET_VIBE~2,Intervall~A_TARGET_VIBE~2"
Anfangsbedingung,3,14,Höhere Mathematik,6,"Startwert~A_TARGET_VIBE~2,Differentialgleichung~A_TARGET_VIBE~2,Randbedingung~A_TARGET_VIBE~3,Iteration~A_TARGET_VIBE~3,Parameter~A_TARGET_VIBE~2,Bedingung~B_PART_VIBE~3"
Anfangswert,3,14,Höhere Mathematik,6,"Startwert~A_TARGET_VIBE~2,Iteration~A_TARGET_VIBE~2,Initial~A_TARGET_VIBE~3,Differentialgleichung~A_TARGET_VIBE~3,Parameter~A_TARGET_VIBE~2,Wert~B_PART_VIBE~3"
