word,difficulty,genre_ids,genre_names,hint_count,hints
Aal,4,1|2,Essen & Trinken|Natur & Tiere,4,"Netz~A_TARGET_VIBE~2,Räuchern~A_TARGET_VIBE~3,Zitrone~A_TARGET_VIBE~2,Filet~A_TARGET_VIBE~2"
Agaragar,5,1,Essen & Trinken,4,"Alge~A_TARGET_VIBE~2,Gelieren~A_TARGET_VIBE~3,Pudding~A_TARGET_VIBE~2,Vegan~A_TARGET_VIBE~2"
Aioli,3,1,Essen & Trinken,4,"Knoblauch~A_TARGET_VIBE~2,Mörser~A_TARGET_VIBE~2,Tapas~A_TARGET_VIBE~2,Brot~A_TARGET_VIBE~2"
Ajvar,3,1,Essen & Trinken,4,"Paprika~A_TARGET_VIBE~2,Balkan~A_TARGET_VIBE~2,Grill~A_TARGET_VIBE~2,Brot~A_TARGET_VIBE~2"
Amaranth,4,1|2,Essen & Trinken|Natur & Tiere,4,"Puffreis~A_TARGET_VIBE~2,Kornfeld~A_TARGET_VIBE~2,Vollwert~A_TARGET_VIBE~2,Schüssel~A_TARGET_VIBE~2"
Ananas,2,1|2,Essen & Trinken|Natur & Tiere,4,"Tropen~A_TARGET_VIBE~2,Cocktail~A_TARGET_VIBE~2,Stachel~A_TARGET_VIBE~2,Saft~A_TARGET_VIBE~2"
Anis,4,1|2,Essen & Trinken|Natur & Tiere,4,"Lakritz~A_TARGET_VIBE~2,Plätzchen~A_TARGET_VIBE~2,Duft~A_TARGET_VIBE~2,Mörser~A_TARGET_VIBE~2"
Apfel,1,1|2,Essen & Trinken|Natur & Tiere,4,"Most~A_TARGET_VIBE~2,Kerngehäuse~A_TARGET_VIBE~3,Streuobst~A_TARGET_VIBE~3,Schale~A_TARGET_VIBE~2"
Apfelmus,1,1,Essen & Trinken,4,"Löffel~A_TARGET_VIBE~2,Glas~A_TARGET_VIBE~2,Einmachen~A_TARGET_VIBE~2,Zimt~A_TARGET_VIBE~2"
Apfelschorle,3,1,Essen & Trinken,4,"Kohlensäure~A_TARGET_VIBE~2,Eiswürfel~A_TARGET_VIBE~2,Sommer~A_TARGET_VIBE~2,Glas~A_TARGET_VIBE~2"
Apfelwein,3,1,Essen & Trinken,4,"Keller~A_TARGET_VIBE~2,Gärung~A_TARGET_VIBE~3,Kelter~A_TARGET_VIBE~2,Glas~A_TARGET_VIBE~2"
Aprikose,2,1|2,Essen & Trinken|Natur & Tiere,4,"Schale~A_TARGET_VIBE~2,Kern~A_TARGET_VIBE~2,Saft~A_TARGET_VIBE~2,Süß~A_TARGET_VIBE~2"
Artischocke,4,1|2,Essen & Trinken|Natur & Tiere,4,"Herzstück~A_TARGET_VIBE~2,Dip~A_TARGET_VIBE~2,Blätter~A_TARGET_VIBE~2,Mittelmeer~A_TARGET_VIBE~2"
Aubergine,2,1|2,Essen & Trinken|Natur & Tiere,4,"Grill~A_TARGET_VIBE~2,Lila~A_TARGET_VIBE~2,Mittelmeer~A_TARGET_VIBE~2,Pfanne~A_TARGET_VIBE~2"
Auflauf,2,1,Essen & Trinken,4,"Pfanne~A_TARGET_VIBE~2,Ofen~A_TARGET_VIBE~2,Schüssel~A_TARGET_VIBE~2,Teller~A_TARGET_VIBE~2"
Aufstrich,2,1,Essen & Trinken,4,"Brot~A_TARGET_VIBE~2,Messer~A_TARGET_VIBE~2,Glas~A_TARGET_VIBE~2,Vesper~A_TARGET_VIBE~2"
Ayran,3,1,Essen & Trinken,4,"Glas~A_TARGET_VIBE~2,Durst~A_TARGET_VIBE~2,Eiswürfel~A_TARGET_VIBE~2,Kühllschrank~A_TARGET_VIBE~2"
Backblech,3,10,Haushalt & Wohnen,4,"Rand~A_TARGET_VIBE~2,Ofen~A_TARGET_VIBE~2,Kratzer~A_TARGET_VIBE~2,Backpapier~A_TARGET_VIBE~2"
Backform,3,10,Haushalt & Wohnen,4,"Rand~A_TARGET_VIBE~2,Teig~A_TARGET_VIBE~2,Springform~A_TARGET_VIBE~3,Ofen~A_TARGET_VIBE~2"
Backpapier,2,10,Haushalt & Wohnen,4,"Rolle~A_TARGET_VIBE~2,Backblech~A_TARGET_VIBE~2,Ankleben~A_TARGET_VIBE~2,Ofen~A_TARGET_VIBE~2"
Backpinsel,3,10,Haushalt & Wohnen,4,"Borste~A_TARGET_VIBE~2,Glasur~A_TARGET_VIBE~2,Butter~A_TARGET_VIBE~2,Stiel~A_TARGET_VIBE~2"
Backpulver,2,1,Essen & Trinken,4,"Pfanne~A_TARGET_VIBE~2,Ofen~A_TARGET_VIBE~2,Schüssel~A_TARGET_VIBE~2,Teller~A_TARGET_VIBE~2"
Baguette,2,1,Essen & Trinken,4,"Kruste~A_TARGET_VIBE~2,Bäcker~A_TARGET_VIBE~2,Butter~A_TARGET_VIBE~2,Scheibe~A_TARGET_VIBE~2"
Baiser,4,1,Essen & Trinken,4,"Eiweiß~A_TARGET_VIBE~2,Schaum~A_TARGET_VIBE~2,Knusper~A_TARGET_VIBE~2,Backofen~A_TARGET_VIBE~2"
Balsamico,3,1,Essen & Trinken,4,"Essig~A_TARGET_VIBE~2,Dunkel~A_TARGET_VIBE~2,Tröpfeln~A_TARGET_VIBE~2,Salat~A_TARGET_VIBE~2"
Becher,1,10,Haushalt & Wohnen,4,"Rand~A_TARGET_VIBE~2,Unterwegs~A_TARGET_VIBE~2,Füllmenge~A_TARGET_VIBE~2,Kalt~A_TARGET_VIBE~2"
Beeren,2,1,Essen & Trinken,4,"Schale~A_TARGET_VIBE~2,Kern~A_TARGET_VIBE~2,Saft~A_TARGET_VIBE~2,Süß~A_TARGET_VIBE~2"
Bergkäse,4,1,Essen & Trinken,4,"Reibe~A_TARGET_VIBE~2,Rinde~A_TARGET_VIBE~2,Kühlregal~A_TARGET_VIBE~2,Geruch~A_TARGET_VIBE~2"
Blätterteig,4,1,Essen & Trinken,4,"Kruste~A_TARGET_VIBE~2,Bäcker~A_TARGET_VIBE~2,Butter~A_TARGET_VIBE~2,Scheibe~A_TARGET_VIBE~2"
Bockwurst,3,1,Essen & Trinken,4,"Grill~A_TARGET_VIBE~2,Senf~A_TARGET_VIBE~2,Bude~A_TARGET_VIBE~2,Darm~A_TARGET_VIBE~3"
Bohne,1,1|2,Essen & Trinken|Natur & Tiere,4,"Pfanne~A_TARGET_VIBE~2,Knackig~A_TARGET_VIBE~2,Dampfgarer~A_TARGET_VIBE~2,Suppe~A_TARGET_VIBE~2"
Bohnenkraut,4,1|2,Essen & Trinken|Natur & Tiere,4,"Mörser~A_TARGET_VIBE~2,Prise~A_TARGET_VIBE~2,Duft~A_TARGET_VIBE~2,Marinade~A_TARGET_VIBE~2"
Bonbon,1,1,Essen & Trinken,4,"Zucker~A_TARGET_VIBE~2,Klebrig~A_TARGET_VIBE~2,Tüte~A_TARGET_VIBE~2,Karamell~A_TARGET_VIBE~2"
Bowle,3,1,Essen & Trinken,4,"Kohlensäure~A_TARGET_VIBE~2,Eiswürfel~A_TARGET_VIBE~2,Sommer~A_TARGET_VIBE~2,Glas~A_TARGET_VIBE~2"
Braten,3,1,Essen & Trinken,4,"Pfanne~A_TARGET_VIBE~2,Bräunen~A_TARGET_VIBE~2,Knusprig~A_TARGET_VIBE~2,Bratfett~A_TARGET_VIBE~2"
Bratensoße,4,1,Essen & Trinken,4,"Klecks~A_TARGET_VIBE~2,Würzen~A_TARGET_VIBE~2,Pfanne~A_TARGET_VIBE~2,Löffel~A_TARGET_VIBE~2"
Bratkartoffel,2,1,Essen & Trinken,4,"Pfanne~A_TARGET_VIBE~2,Bräunen~A_TARGET_VIBE~2,Knusprig~A_TARGET_VIBE~2,Bratfett~A_TARGET_VIBE~2"
Bratling,3,1,Essen & Trinken,4,"Pfanne~A_TARGET_VIBE~2,Ofen~A_TARGET_VIBE~2,Schüssel~A_TARGET_VIBE~2,Teller~A_TARGET_VIBE~2"
Bratwurst,2,1,Essen & Trinken,4,"Grill~A_TARGET_VIBE~2,Senf~A_TARGET_VIBE~2,Bude~A_TARGET_VIBE~2,Darm~A_TARGET_VIBE~2"
Brause,1,1,Essen & Trinken,4,"Kohlensäure~A_TARGET_VIBE~2,Eiswürfel~A_TARGET_VIBE~2,Sommer~A_TARGET_VIBE~2,Glas~A_TARGET_VIBE~2"
Brei,1,1,Essen & Trinken,4,"Pfanne~A_TARGET_VIBE~2,Ofen~A_TARGET_VIBE~2,Schüssel~A_TARGET_VIBE~2,Teller~A_TARGET_VIBE~2"
Brezel,1,1,Essen & Trinken,4,"Kruste~A_TARGET_VIBE~2,Bäcker~A_TARGET_VIBE~2,Butter~A_TARGET_VIBE~2,Scheibe~A_TARGET_VIBE~2"
