word,difficulty,genre_ids,genre_names,hint_count,hints
Abenteuer,4,3|5,Orte & Reisen|Sport & Freizeit,6,"Expedition~A_TARGET_VIBE~3,Rucksack~A_TARGET_VIBE~3,Mut~A_TARGET_VIBE~3,Dschungel~A_TARGET_VIBE~3,Schatz~A_TARGET_VIBE~4,Risiko~A_TARGET_VIBE~4"
Abfahrt,3,3|5,Orte & Reisen|Sport & Freizeit,6,"Fahrplan~A_TARGET_VIBE~2,Gleis~A_TARGET_VIBE~2,Terminal~A_TARGET_VIBE~2,Piste~A_TARGET_VIBE~2,Kurve~A_TARGET_VIBE~3,Lift~A_TARGET_VIBE~3"
Abpfiff,1,5,Sport & Freizeit,6,"Rasen~A_TARGET_VIBE~1,Trikot~A_TARGET_VIBE~1,Schiedsrichter~A_TARGET_VIBE~1,Eckfahne~A_TARGET_VIBE~1,Auswechslung~A_TARGET_VIBE~2,Fanblock~A_TARGET_VIBE~2"
Abstieg,4,5,Sport & Freizeit,6,"Pokal~A_TARGET_VIBE~3,Finale~A_TARGET_VIBE~3,Vorrunde~A_TARGET_VIBE~3,Rückrunde~A_TARGET_VIBE~3,Saison~A_TARGET_VIBE~4,Rangliste~A_TARGET_VIBE~4"
Aerobic,2,5,Sport & Freizeit,6,"Matte~A_TARGET_VIBE~2,Dehnung~A_TARGET_VIBE~2,Wiederholung~A_TARGET_VIBE~2,Kurs~A_TARGET_VIBE~2,Studio~A_TARGET_VIBE~2,Atmung~A_TARGET_VIBE~2"
Aikido,2,5,Sport & Freizeit,6,"Dojo~A_TARGET_VIBE~2,Gürtel~A_TARGET_VIBE~2,Kata~A_TARGET_VIBE~2,Matte~A_TARGET_VIBE~2,Tritt~A_TARGET_VIBE~2,Wurf~A_TARGET_VIBE~2"
Almwiese,2,2|3, Natur & Tiere|Orte & Reisen,6,"Kuhglocke~A_TARGET_VIBE~2,Heu~A_TARGET_VIBE~2,Bergluft~A_TARGET_VIBE~2,Hütte~A_TARGET_VIBE~2,Panorama~A_TARGET_VIBE~2,Blumenwiese~A_TARGET_VIBE~2"
Angeln,2,2|5,Natur & Tiere|Sport & Freizeit,6,"Köder~A_TARGET_VIBE~2,Angelrute~A_TARGET_VIBE~2,Haken~A_TARGET_VIBE~2,Schnur~A_TARGET_VIBE~2,Kescher~A_TARGET_VIBE~2,Biss~A_TARGET_VIBE~2"
Anpfiff,1,5,Sport & Freizeit,6,"Rasen~A_TARGET_VIBE~1,Trikot~A_TARGET_VIBE~1,Schiedsrichter~A_TARGET_VIBE~1,Eckfahne~A_TARGET_VIBE~1,Auswechslung~A_TARGET_VIBE~2,Fanblock~A_TARGET_VIBE~2"
Anstoß,1,5,Sport & Freizeit,6,"Rasen~A_TARGET_VIBE~1,Trikot~A_TARGET_VIBE~1,Schiedsrichter~A_TARGET_VIBE~1,Eckfahne~A_TARGET_VIBE~1,Auswechslung~A_TARGET_VIBE~2,Fanblock~A_TARGET_VIBE~2"
Aufschlag,2,5,Sport & Freizeit,6,"Schläger~A_TARGET_VIBE~2,Netz~A_TARGET_VIBE~2,Aufschlagfeld~A_TARGET_VIBE~2,Ballwechsel~A_TARGET_VIBE~2,Satz~A_TARGET_VIBE~2,Linie~A_TARGET_VIBE~2"
Aufstieg,4,5,Sport & Freizeit,6,"Pokal~A_TARGET_VIBE~3,Finale~A_TARGET_VIBE~3,Vorrunde~A_TARGET_VIBE~3,Rückrunde~A_TARGET_VIBE~3,Saison~A_TARGET_VIBE~4,Rangliste~A_TARGET_VIBE~4"
Aufwärmen,1,5,Sport & Freizeit,6,"Wettkampf~A_TARGET_VIBE~1,Training~A_TARGET_VIBE~1,Puls~A_TARGET_VIBE~1,Schweiß~A_TARGET_VIBE~1,Trainer~A_TARGET_VIBE~2,Verein~A_TARGET_VIBE~2"
Ausdauer,3,5|12,Sport & Freizeit|Gefühle & Abstraktes,6,"Matte~A_TARGET_VIBE~2,Dehnung~A_TARGET_VIBE~2,Wiederholung~A_TARGET_VIBE~2,Kurs~A_TARGET_VIBE~2,Studio~A_TARGET_VIBE~3,Atmung~A_TARGET_VIBE~3"
Ausscheidung,3,5,Sport & Freizeit,6,"Pokal~A_TARGET_VIBE~2,Finale~A_TARGET_VIBE~2,Vorrunde~A_TARGET_VIBE~2,Rückrunde~A_TARGET_VIBE~2,Saison~A_TARGET_VIBE~3,Rangliste~A_TARGET_VIBE~3"
Ausflug,3,2|3|5,Natur & Tiere|Orte & Reisen|Sport & Freizeit,6,"Rucksack~A_TARGET_VIBE~2,Karte~A_TARGET_VIBE~2,Kompass~A_TARGET_VIBE~2,Markierung~A_TARGET_VIBE~2,Höhenmeter~A_TARGET_VIBE~3,Gipfel~A_TARGET_VIBE~3"
Aussichtspunkt,4,2|3|5,Natur & Tiere|Orte & Reisen|Sport & Freizeit,6,"Rucksack~A_TARGET_VIBE~3,Karte~A_TARGET_VIBE~3,Kompass~A_TARGET_VIBE~3,Markierung~A_TARGET_VIBE~3,Höhenmeter~A_TARGET_VIBE~4,Gipfel~A_TARGET_VIBE~4"
Aussichtsturm,4,2|3|5,Natur & Tiere|Orte & Reisen|Sport & Freizeit,6,"Rucksack~A_TARGET_VIBE~3,Karte~A_TARGET_VIBE~3,Kompass~A_TARGET_VIBE~3,Markierung~A_TARGET_VIBE~3,Höhenmeter~A_TARGET_VIBE~4,Gipfel~A_TARGET_VIBE~4"
Auszeit,1,5,Sport & Freizeit,6,"Unterbrechung~A_TARGET_VIBE~1,Taktik~A_TARGET_VIBE~1,Bank~A_TARGET_VIBE~1,Stoppuhr~A_TARGET_VIBE~1,Ansprache~A_TARGET_VIBE~2,Trinken~A_TARGET_VIBE~2"
Backbord,4,3|5,Orte & Reisen|Sport & Freizeit,6,"Wellen~A_TARGET_VIBE~3,Neopren~A_TARGET_VIBE~3,Boje~A_TARGET_VIBE~3,Strömung~A_TARGET_VIBE~3,Hafen~A_TARGET_VIBE~4,Leine~A_TARGET_VIBE~4"
Badminton,4,5,Sport & Freizeit,6,"Federball~A_TARGET_VIBE~3,Schläger~A_TARGET_VIBE~3,Netz~A_TARGET_VIBE~3,Halle~A_TARGET_VIBE~3,Aufschlag~A_TARGET_VIBE~4,Satz~A_TARGET_VIBE~4"
